date,VXAZN,VIX9D,VIX,VXAPL
2008-12-18,37.29,16.06,47.34,31.57
2008-12-19,37.29,16.06,44.93,31.57
2008-12-22,37.29,16.06,44.56,31.57
2008-12-23,37.29,16.06,45.02,31.57
2008-12-24,37.29,16.06,44.21,31.57
2008-12-26,37.29,16.06,43.38,31.57
2008-12-29,37.29,16.06,43.9,31.57
2008-12-30,37.29,16.06,41.63,31.57
2008-12-31,37.29,16.06,40.0,31.57
2009-01-02,37.29,16.06,39.19,31.57
2009-01-05,37.29,16.06,39.08,31.57
2009-01-06,37.29,16.06,38.56,31.57
2009-01-07,37.29,16.06,43.39,31.57
2009-01-08,37.29,16.06,42.56,31.57
2009-01-09,37.29,16.06,42.82,31.57
2009-01-12,37.29,16.06,45.84,31.57
2009-01-13,37.29,16.06,43.27,31.57
2009-01-14,37.29,16.06,49.14,31.57
2009-01-15,37.29,16.06,51.0,31.57
2009-01-16,37.29,16.06,46.11,31.57
2009-01-20,37.29,16.06,56.65,31.57
2009-01-21,37.29,16.06,46.42,31.57
2009-01-22,37.29,16.06,47.29,31.57
2009-01-23,37.29,16.06,47.27,31.57
2009-01-26,37.29,16.06,45.69,31.57
2009-01-27,37.29,16.06,42.25,31.57
2009-01-28,37.29,16.06,39.66,31.57
2009-01-29,37.29,16.06,42.63,31.57
2009-01-30,37.29,16.06,44.84,31.57
2009-02-02,37.29,16.06,45.52,31.57
2009-02-03,37.29,16.06,43.06,31.57
2009-02-04,37.29,16.06,43.85,31.57
2009-02-05,37.29,16.06,43.73,31.57
2009-02-06,37.29,16.06,43.37,31.57
2009-02-09,37.29,16.06,43.64,31.57
2009-02-10,37.29,16.06,46.67,31.57
2009-02-11,37.29,16.06,44.53,31.57
2009-02-12,37.29,16.06,41.25,31.57
2009-02-13,37.29,16.06,42.93,31.57
2009-02-17,37.29,16.06,48.66,31.57
2009-02-18,37.29,16.06,48.46,31.57
2009-02-19,37.29,16.06,47.08,31.57
2009-02-20,37.29,16.06,49.3,31.57
2009-02-23,37.29,16.06,52.62,31.57
2009-02-24,37.29,16.06,45.49,31.57
2009-02-25,37.29,16.06,44.67,31.57
2009-02-26,37.29,16.06,44.66,31.57
2009-02-27,37.29,16.06,46.35,31.57
2009-03-02,37.29,16.06,52.65,31.57
2009-03-03,37.29,16.06,50.93,31.57
2009-03-04,37.29,16.06,47.56,31.57
2009-03-05,37.29,16.06,50.17,31.57
2009-03-06,37.29,16.06,49.33,31.57
2009-03-09,37.29,16.06,49.68,31.57
2009-03-10,37.29,16.06,44.37,31.57
2009-03-11,37.29,16.06,43.61,31.57
2009-03-12,37.29,16.06,41.18,31.57
2009-03-13,37.29,16.06,42.36,31.57
2009-03-16,37.29,16.06,43.74,31.57
2009-03-17,37.29,16.06,40.8,31.57
2009-03-18,37.29,16.06,40.06,31.57
2009-03-19,37.29,16.06,43.68,31.57
2009-03-20,37.29,16.06,45.89,31.57
2009-03-23,37.29,16.06,43.23,31.57
2009-03-24,37.29,16.06,42.93,31.57
2009-03-25,37.29,16.06,42.25,31.57
2009-03-26,37.29,16.06,40.36,31.57
2009-03-27,37.29,16.06,41.04,31.57
2009-03-30,37.29,16.06,45.54,31.57
2009-03-31,37.29,16.06,44.14,31.57
2009-04-01,37.29,16.06,42.28,31.57
2009-04-02,37.29,16.06,42.04,31.57
2009-04-03,37.29,16.06,39.7,31.57
2009-04-06,37.29,16.06,40.93,31.57
2009-04-07,37.29,16.06,40.39,31.57
2009-04-08,37.29,16.06,38.85,31.57
2009-04-09,37.29,16.06,36.53,31.57
2009-04-13,37.29,16.06,37.81,31.57
2009-04-14,37.29,16.06,37.67,31.57
2009-04-15,37.29,16.06,36.17,31.57
2009-04-16,37.29,16.06,35.79,31.57
2009-04-17,37.29,16.06,33.94,31.57
2009-04-20,37.29,16.06,39.18,31.57
2009-04-21,37.29,16.06,37.14,31.57
2009-04-22,37.29,16.06,38.1,31.57
2009-04-23,37.29,16.06,37.15,31.57
2009-04-24,37.29,16.06,36.82,31.57
2009-04-27,37.29,16.06,38.32,31.57
2009-04-28,37.29,16.06,37.95,31.57
2009-04-29,37.29,16.06,36.08,31.57
2009-04-30,37.29,16.06,36.5,31.57
2009-05-01,37.29,16.06,35.3,31.57
2009-05-04,37.29,16.06,34.53,31.57
2009-05-05,37.29,16.06,33.36,31.57
2009-05-06,37.29,16.06,32.45,31.57
2009-05-07,37.29,16.06,33.44,31.57
2009-05-08,37.29,16.06,32.05,31.57
2009-05-11,37.29,16.06,32.87,31.57
2009-05-12,37.29,16.06,31.8,31.57
2009-05-13,37.29,16.06,33.65,31.57
2009-05-14,37.29,16.06,31.37,31.57
2009-05-15,37.29,16.06,33.12,31.57
2009-05-18,37.29,16.06,30.24,31.57
2009-05-19,37.29,16.06,28.8,31.57
2009-05-20,37.29,16.06,29.03,31.57
2009-05-21,37.29,16.06,31.35,31.57
2009-05-22,37.29,16.06,32.63,31.57
2009-05-26,37.29,16.06,30.62,31.57
2009-05-27,37.29,16.06,32.36,31.57
2009-05-28,37.29,16.06,31.67,31.57
2009-05-29,37.29,16.06,28.92,31.57
2009-06-01,37.29,16.06,30.04,31.57
2009-06-02,37.29,16.06,29.63,31.57
2009-06-03,37.29,16.06,31.02,31.57
2009-06-04,37.29,16.06,30.18,31.57
2009-06-05,37.29,16.06,29.62,31.57
2009-06-08,37.29,16.06,29.77,31.57
2009-06-09,37.29,16.06,28.27,31.57
2009-06-10,37.29,16.06,28.46,31.57
2009-06-11,37.29,16.06,28.11,31.57
2009-06-12,37.29,16.06,28.15,31.57
2009-06-15,37.29,16.06,30.81,31.57
2009-06-16,37.29,16.06,32.68,31.57
2009-06-17,37.29,16.06,31.54,31.57
2009-06-18,37.29,16.06,30.03,31.57
2009-06-19,37.29,16.06,27.99,31.57
2009-06-22,37.29,16.06,31.17,31.57
2009-06-23,37.29,16.06,30.58,31.57
2009-06-24,37.29,16.06,29.05,31.57
2009-06-25,37.29,16.06,26.36,31.57
2009-06-26,37.29,16.06,25.93,31.57
2009-06-29,37.29,16.06,25.35,31.57
2009-06-30,37.29,16.06,26.35,31.57
2009-07-01,37.29,16.06,26.22,31.57
2009-07-02,37.29,16.06,27.95,31.57
2009-07-06,37.29,16.06,29.0,31.57
2009-07-07,37.29,16.06,30.85,31.57
2009-07-08,37.29,16.06,31.3,31.57
2009-07-09,37.29,16.06,29.78,31.57
2009-07-10,37.29,16.06,29.02,31.57
2009-07-13,37.29,16.06,26.31,31.57
2009-07-14,37.29,16.06,25.02,31.57
2009-07-15,37.29,16.06,25.89,31.57
2009-07-16,37.29,16.06,25.42,31.57
2009-07-17,37.29,16.06,24.34,31.57
2009-07-20,37.29,16.06,24.4,31.57
2009-07-21,37.29,16.06,23.87,31.57
2009-07-22,37.29,16.06,23.47,31.57
2009-07-23,37.29,16.06,23.43,31.57
2009-07-24,37.29,16.06,23.09,31.57
2009-07-27,37.29,16.06,24.28,31.57
2009-07-28,37.29,16.06,25.01,31.57
2009-07-29,37.29,16.06,25.61,31.57
2009-07-30,37.29,16.06,25.4,31.57
2009-07-31,37.29,16.06,25.92,31.57
2009-08-03,37.29,16.06,25.56,31.57
2009-08-04,37.29,16.06,24.89,31.57
2009-08-05,37.29,16.06,24.9,31.57
2009-08-06,37.29,16.06,25.67,31.57
2009-08-07,37.29,16.06,24.76,31.57
2009-08-10,37.29,16.06,24.99,31.57
2009-08-11,37.29,16.06,25.99,31.57
2009-08-12,37.29,16.06,25.45,31.57
2009-08-13,37.29,16.06,24.71,31.57
2009-08-14,37.29,16.06,24.27,31.57
2009-08-17,37.29,16.06,27.89,31.57
2009-08-18,37.29,16.06,26.18,31.57
2009-08-19,37.29,16.06,26.26,31.57
2009-08-20,37.29,16.06,25.09,31.57
2009-08-21,37.29,16.06,25.01,31.57
2009-08-24,37.29,16.06,25.14,31.57
2009-08-25,37.29,16.06,24.92,31.57
2009-08-26,37.29,16.06,24.95,31.57
2009-08-27,37.29,16.06,24.68,31.57
2009-08-28,37.29,16.06,24.76,31.57
2009-08-31,37.29,16.06,26.01,31.57
2009-09-01,37.29,16.06,29.15,31.57
2009-09-02,37.29,16.06,28.9,31.57
2009-09-03,37.29,16.06,27.1,31.57
2009-09-04,37.29,16.06,25.26,31.57
2009-09-08,37.29,16.06,25.62,31.57
2009-09-09,37.29,16.06,24.32,31.57
2009-09-10,37.29,16.06,23.55,31.57
2009-09-11,37.29,16.06,24.15,31.57
2009-09-14,37.29,16.06,23.86,31.57
2009-09-15,37.29,16.06,23.42,31.57
2009-09-16,37.29,16.06,23.69,31.57
2009-09-17,37.29,16.06,23.65,31.57
2009-09-18,37.29,16.06,23.92,31.57
2009-09-21,37.29,16.06,24.06,31.57
2009-09-22,37.29,16.06,23.08,31.57
2009-09-23,37.29,16.06,23.49,31.57
2009-09-24,37.29,16.06,24.95,31.57
2009-09-25,37.29,16.06,25.61,31.57
2009-09-28,37.29,16.06,24.88,31.57
2009-09-29,37.29,16.06,25.19,31.57
2009-09-30,37.29,16.06,25.61,31.57
2009-10-01,37.29,16.06,28.27,31.57
2009-10-02,37.29,16.06,28.68,31.57
2009-10-05,37.29,16.06,26.84,31.57
2009-10-06,37.29,16.06,25.7,31.57
2009-10-07,37.29,16.06,24.68,31.57
2009-10-08,37.29,16.06,24.18,31.57
2009-10-09,37.29,16.06,23.12,31.57
2009-10-12,37.29,16.06,23.01,31.57
2009-10-13,37.29,16.06,22.99,31.57
2009-10-14,37.29,16.06,22.86,31.57
2009-10-15,37.29,16.06,21.72,31.57
2009-10-16,37.29,16.06,21.43,31.57
2009-10-19,37.29,16.06,21.49,31.57
2009-10-20,37.29,16.06,20.9,31.57
2009-10-21,37.29,16.06,22.22,31.57
2009-10-22,37.29,16.06,20.69,31.57
2009-10-23,37.29,16.06,22.27,31.57
2009-10-26,37.29,16.06,24.31,31.57
2009-10-27,37.29,16.06,24.83,31.57
2009-10-28,37.29,16.06,27.91,31.57
2009-10-29,37.29,16.06,24.76,31.57
2009-10-30,37.29,16.06,30.69,31.57
2009-11-02,37.29,16.06,29.78,31.57
2009-11-03,37.29,16.06,28.81,31.57
2009-11-04,37.29,16.06,27.72,31.57
2009-11-05,37.29,16.06,25.43,31.57
2009-11-06,37.29,16.06,24.19,31.57
2009-11-09,37.29,16.06,23.15,31.57
2009-11-10,37.29,16.06,22.84,31.57
2009-11-11,37.29,16.06,23.04,31.57
2009-11-12,37.29,16.06,24.24,31.57
2009-11-13,37.29,16.06,23.36,31.57
2009-11-16,37.29,16.06,22.89,31.57
2009-11-17,37.29,16.06,22.41,31.57
2009-11-18,37.29,16.06,21.63,31.57
2009-11-19,37.29,16.06,22.63,31.57
2009-11-20,37.29,16.06,22.19,31.57
2009-11-23,37.29,16.06,21.16,31.57
2009-11-24,37.29,16.06,20.47,31.57
2009-11-25,37.29,16.06,20.48,31.57
2009-11-27,37.29,16.06,24.85,31.57
2009-11-30,37.29,16.06,24.51,31.57
2009-12-01,37.29,16.06,21.92,31.57
2009-12-02,37.29,16.06,21.12,31.57
2009-12-03,37.29,16.06,22.46,31.57
2009-12-04,37.29,16.06,21.25,31.57
2009-12-07,37.29,16.06,22.1,31.57
2009-12-08,37.29,16.06,23.69,31.57
2009-12-09,37.29,16.06,22.66,31.57
2009-12-10,37.29,16.06,22.32,31.57
2009-12-11,37.29,16.06,21.59,31.57
2009-12-14,37.29,16.06,21.15,31.57
2009-12-15,37.29,16.06,21.49,31.57
2009-12-16,37.29,16.06,20.54,31.57
2009-12-17,37.29,16.06,22.51,31.57
2009-12-18,37.29,16.06,21.68,31.57
2009-12-21,37.29,16.06,20.49,31.57
2009-12-22,37.29,16.06,19.54,31.57
2009-12-23,37.29,16.06,19.71,31.57
2009-12-24,37.29,16.06,19.47,31.57
2009-12-28,37.29,16.06,19.93,31.57
2009-12-29,37.29,16.06,20.01,31.57
2009-12-30,37.29,16.06,19.96,31.57
2009-12-31,37.29,16.06,21.68,31.57
2010-01-04,37.29,16.06,20.04,31.57
2010-01-05,37.29,16.06,19.35,31.57
2010-01-06,37.29,16.06,19.16,31.57
2010-01-07,37.29,16.06,19.06,31.57
2010-01-08,37.29,16.06,18.13,31.57
2010-01-11,37.29,16.06,17.55,31.57
2010-01-12,37.29,16.06,18.25,31.57
2010-01-13,37.29,16.06,17.85,31.57
2010-01-14,37.29,16.06,17.63,31.57
2010-01-15,37.29,16.06,17.91,31.57
2010-01-19,37.29,16.06,17.58,31.57
2010-01-20,37.29,16.06,18.68,31.57
2010-01-21,37.29,16.06,22.27,31.57
2010-01-22,37.29,16.06,27.31,31.57
2010-01-25,37.29,16.06,25.41,31.57
2010-01-26,37.29,16.06,24.55,31.57
2010-01-27,37.29,16.06,23.14,31.57
2010-01-28,37.29,16.06,23.73,31.57
2010-01-29,37.29,16.06,24.62,31.57
2010-02-01,37.29,16.06,22.59,31.57
2010-02-02,37.29,16.06,21.48,31.57
2010-02-03,37.29,16.06,21.6,31.57
2010-02-04,37.29,16.06,26.08,31.57
2010-02-05,37.29,16.06,26.11,31.57
2010-02-08,37.29,16.06,26.51,31.57
2010-02-09,37.29,16.06,26.0,31.57
2010-02-10,37.29,16.06,25.4,31.57
2010-02-11,37.29,16.06,23.96,31.57
2010-02-12,37.29,16.06,22.73,31.57
2010-02-16,37.29,16.06,22.25,31.57
2010-02-17,37.29,16.06,21.72,31.57
2010-02-18,37.29,16.06,20.63,31.57
2010-02-19,37.29,16.06,20.02,31.57
2010-02-22,37.29,16.06,19.94,31.57
2010-02-23,37.29,16.06,21.37,31.57
2010-02-24,37.29,16.06,20.27,31.57
2010-02-25,37.29,16.06,20.1,31.57
2010-02-26,37.29,16.06,19.5,31.57
2010-03-01,37.29,16.06,19.26,31.57
2010-03-02,37.29,16.06,19.06,31.57
2010-03-03,37.29,16.06,18.83,31.57
2010-03-04,37.29,16.06,18.72,31.57
2010-03-05,37.29,16.06,17.42,31.57
2010-03-08,37.29,16.06,17.79,31.57
2010-03-09,37.29,16.06,17.92,31.57
2010-03-10,37.29,16.06,18.57,31.57
2010-03-11,37.29,16.06,18.06,31.57
2010-03-12,37.29,16.06,17.58,31.57
2010-03-15,37.29,16.06,18.0,31.57
2010-03-16,37.29,16.06,17.69,31.57
2010-03-17,37.29,16.06,16.91,31.57
2010-03-18,37.29,16.06,16.62,31.57
2010-03-19,37.29,16.06,16.97,31.57
2010-03-22,37.29,16.06,16.87,31.57
2010-03-23,37.29,16.06,16.35,31.57
2010-03-24,37.29,16.06,17.55,31.57
2010-03-25,37.29,16.06,18.4,31.57
2010-03-26,37.29,16.06,17.77,31.57
2010-03-29,37.29,16.06,17.59,31.57
2010-03-30,37.29,16.06,17.13,31.57
2010-03-31,37.29,16.06,17.59,31.57
2010-04-01,37.29,16.06,17.47,31.57
2010-04-05,37.29,16.06,17.02,31.57
2010-04-06,37.29,16.06,16.23,31.57
2010-04-07,37.29,16.06,16.62,31.57
2010-04-08,37.29,16.06,16.48,31.57
2010-04-09,37.29,16.06,16.14,31.57
2010-04-12,37.29,16.06,15.58,31.57
2010-04-13,37.29,16.06,16.2,31.57
2010-04-14,37.29,16.06,15.59,31.57
2010-04-15,37.29,16.06,15.89,31.57
2010-04-16,37.29,16.06,18.36,31.57
2010-04-19,37.29,16.06,17.34,31.57
2010-04-20,37.29,16.06,15.73,31.57
2010-04-21,37.29,16.06,16.32,31.57
2010-04-22,37.29,16.06,16.47,31.57
2010-04-23,37.29,16.06,16.62,31.57
2010-04-26,37.29,16.06,17.47,31.57
2010-04-27,37.29,16.06,22.81,31.57
2010-04-28,37.29,16.06,21.08,31.57
2010-04-29,37.29,16.06,18.44,31.57
2010-04-30,37.29,16.06,22.05,31.57
2010-05-03,37.29,16.06,20.19,31.57
2010-05-04,37.29,16.06,23.84,31.57
2010-05-05,37.29,16.06,24.91,31.57
2010-05-06,37.29,16.06,32.8,31.57
2010-05-07,37.29,16.06,40.95,31.57
2010-05-10,37.29,16.06,28.84,31.57
2010-05-11,37.29,16.06,28.32,31.57
2010-05-12,37.29,16.06,25.52,31.57
2010-05-13,37.29,16.06,26.68,31.57
2010-05-14,37.29,16.06,31.24,31.57
2010-05-17,37.29,16.06,30.84,31.57
2010-05-18,37.29,16.06,33.55,31.57
2010-05-19,37.29,16.06,35.32,31.57
2010-05-20,37.29,16.06,45.79,31.57
2010-05-21,37.29,16.06,40.1,31.57
2010-05-24,37.29,16.06,38.32,31.57
2010-05-25,37.29,16.06,34.61,31.57
2010-05-26,37.29,16.06,35.02,31.57
2010-05-27,37.29,16.06,29.68,31.57
2010-05-28,37.29,16.06,32.07,31.57
2010-06-01,37.29,16.06,35.54,31.57
2010-06-02,37.29,16.06,30.17,31.57
2010-06-03,37.29,16.06,29.46,31.57
2010-06-04,37.29,16.06,35.48,31.57
2010-06-07,37.29,16.06,36.57,31.57
2010-06-08,37.29,16.06,33.7,31.57
2010-06-09,37.29,16.06,33.73,31.57
2010-06-10,37.29,16.06,30.57,31.57
2010-06-11,37.29,16.06,28.79,31.57
2010-06-14,37.29,16.06,28.58,31.57
2010-06-15,37.29,16.06,25.87,31.57
2010-06-16,37.29,16.06,25.92,31.57
2010-06-17,37.29,16.06,25.05,31.57
2010-06-18,37.29,16.06,23.95,31.57
2010-06-21,37.29,16.06,24.88,31.57
2010-06-22,37.29,16.06,27.05,31.57
2010-06-23,37.29,16.06,26.91,31.57
2010-06-24,37.29,16.06,29.74,31.57
2010-06-25,37.29,16.06,28.53,31.57
2010-06-28,37.29,16.06,29.0,31.57
2010-06-29,37.29,16.06,34.13,31.57
2010-06-30,37.29,16.06,34.54,31.57
2010-07-01,37.29,16.06,32.86,31.57
2010-07-02,37.29,16.06,30.12,31.57
2010-07-06,37.29,16.06,29.65,31.57
2010-07-07,37.29,16.06,26.84,31.57
2010-07-08,37.29,16.06,25.71,31.57
2010-07-09,37.29,16.06,24.98,31.57
2010-07-12,37.29,16.06,24.43,31.57
2010-07-13,37.29,16.06,24.56,31.57
2010-07-14,37.29,16.06,24.89,31.57
2010-07-15,37.29,16.06,25.14,31.57
2010-07-16,37.29,16.06,26.25,31.57
2010-07-19,37.29,16.06,25.97,31.57
2010-07-20,37.29,16.06,23.93,31.57
2010-07-21,37.29,16.06,25.64,31.57
2010-07-22,37.29,16.06,24.63,31.57
2010-07-23,37.29,16.06,23.47,31.57
2010-07-26,37.29,16.06,22.73,31.57
2010-07-27,37.29,16.06,23.19,31.57
2010-07-28,37.29,16.06,24.25,31.57
2010-07-29,37.29,16.06,24.13,31.57
2010-07-30,37.29,16.06,23.5,31.57
2010-08-02,37.29,16.06,22.01,31.57
2010-08-03,37.29,16.06,22.63,31.57
2010-08-04,37.29,16.06,22.21,31.57
2010-08-05,37.29,16.06,22.1,31.57
2010-08-06,37.29,16.06,21.74,31.57
2010-08-09,37.29,16.06,22.14,31.57
2010-08-10,37.29,16.06,22.37,31.57
2010-08-11,37.29,16.06,25.39,31.57
2010-08-12,37.29,16.06,25.73,31.57
2010-08-13,37.29,16.06,26.24,31.57
2010-08-16,37.29,16.06,26.1,31.57
2010-08-17,37.29,16.06,24.33,31.57
2010-08-18,37.29,16.06,24.59,31.57
2010-08-19,37.29,16.06,26.44,31.57
2010-08-20,37.29,16.06,25.49,31.57
2010-08-23,37.29,16.06,25.66,31.57
2010-08-24,37.29,16.06,27.46,31.57
2010-08-25,37.29,16.06,26.7,31.57
2010-08-26,37.29,16.06,27.37,31.57
2010-08-27,37.29,16.06,24.45,31.57
2010-08-30,37.29,16.06,27.21,31.57
2010-08-31,37.29,16.06,26.05,31.57
2010-09-01,37.29,16.06,23.89,31.57
2010-09-02,37.29,16.06,23.19,31.57
2010-09-03,37.29,16.06,21.31,31.57
2010-09-07,37.29,16.06,23.8,31.57
2010-09-08,37.29,16.06,23.25,31.57
2010-09-09,37.29,16.06,22.81,31.57
2010-09-10,37.29,16.06,21.99,31.57
2010-09-13,37.29,16.06,21.21,31.57
2010-09-14,37.29,16.06,21.56,31.57
2010-09-15,37.29,16.06,22.1,31.57
2010-09-16,37.29,16.06,21.72,31.57
2010-09-17,37.29,16.06,22.01,31.57
2010-09-20,37.29,16.06,21.5,31.57
2010-09-21,37.29,16.06,22.35,31.57
2010-09-22,37.29,16.06,22.51,31.57
2010-09-23,37.29,16.06,23.87,31.57
2010-09-24,37.29,16.06,21.71,31.57
2010-09-27,37.29,16.06,22.54,31.57
2010-09-28,37.29,16.06,22.6,31.57
2010-09-29,37.29,16.06,23.25,31.57
2010-09-30,37.29,16.06,23.7,31.57
2010-10-01,37.29,16.06,22.5,31.57
2010-10-04,37.29,16.06,23.53,31.57
2010-10-05,37.29,16.06,21.76,31.57
2010-10-06,37.29,16.06,21.49,31.57
2010-10-07,37.29,16.06,21.56,31.57
2010-10-08,37.29,16.06,20.71,31.57
2010-10-11,37.29,16.06,18.96,31.57
2010-10-12,37.29,16.06,18.93,31.57
2010-10-13,37.29,16.06,19.07,31.57
2010-10-14,37.29,16.06,19.88,31.57
2010-10-15,37.29,16.06,19.03,31.57
2010-10-18,37.29,16.06,19.09,31.57
2010-10-19,37.29,16.06,20.63,31.57
2010-10-20,37.29,16.06,19.79,31.57
2010-10-21,37.29,16.06,19.27,31.57
2010-10-22,37.29,16.06,18.78,31.57
2010-10-25,37.29,16.06,19.85,31.57
2010-10-26,37.29,16.06,20.22,31.57
2010-10-27,37.29,16.06,20.71,31.57
2010-10-28,37.29,16.06,20.88,31.57
2010-10-29,37.29,16.06,21.2,31.57
2010-11-01,37.29,16.06,21.83,31.57
2010-11-02,37.29,16.06,21.57,31.57
2010-11-03,37.29,16.06,19.56,31.57
2010-11-04,37.29,16.06,18.52,31.57
2010-11-05,37.29,16.06,18.26,31.57
2010-11-08,37.29,16.06,18.29,31.57
2010-11-09,37.29,16.06,19.08,31.57
2010-11-10,37.29,16.06,18.47,31.57
2010-11-11,37.29,16.06,18.64,31.57
2010-11-12,37.29,16.06,20.61,31.57
2010-11-15,37.29,16.06,20.2,31.57
2010-11-16,37.29,16.06,22.58,31.57
2010-11-17,37.29,16.06,21.76,31.57
2010-11-18,37.29,16.06,18.75,31.57
2010-11-19,37.29,16.06,18.04,31.57
2010-11-22,37.29,16.06,18.37,31.57
2010-11-23,37.29,16.06,20.63,31.57
2010-11-24,37.29,16.06,19.56,31.57
2010-11-26,37.29,16.06,22.22,31.57
2010-11-29,37.29,16.06,21.53,31.57
2010-11-30,37.29,16.06,23.54,31.57
2010-12-01,37.29,16.06,21.36,31.57
2010-12-02,37.29,16.06,19.39,31.57
2010-12-03,37.29,16.06,18.01,31.57
2010-12-06,37.29,16.06,18.02,31.57
2010-12-07,37.29,16.06,17.99,31.57
2010-12-08,37.29,16.06,17.74,31.57
2010-12-09,37.29,16.06,17.25,31.57
2010-12-10,37.29,16.06,17.61,31.57
2010-12-13,37.29,16.06,17.55,31.57
2010-12-14,37.29,16.06,17.61,31.57
2010-12-15,37.29,16.06,17.94,31.57
2010-12-16,37.29,16.06,17.39,31.57
2010-12-17,37.29,16.06,16.11,31.57
2010-12-20,37.29,16.06,16.41,31.57
2010-12-21,37.29,16.06,16.49,31.57
2010-12-22,37.29,16.06,15.45,31.57
2010-12-23,37.29,16.06,16.47,31.57
2010-12-27,37.29,16.06,17.67,31.57
2010-12-28,37.29,16.06,17.52,31.57
2010-12-29,37.29,16.06,17.28,31.57
2010-12-30,37.29,16.06,17.52,31.57
2010-12-31,37.29,16.06,17.75,31.57
2011-01-03,37.29,16.06,17.61,31.57
2011-01-04,37.29,16.06,17.38,31.57
2011-01-05,37.29,15.57,17.02,31.57
2011-01-06,37.29,15.71,17.4,31.57
2011-01-07,37.29,15.01,17.14,31.57
2011-01-10,38.45,15.81,17.54,32.7
2011-01-11,37.56,14.93,16.89,31.77
2011-01-12,36.95,14.82,16.24,30.16
2011-01-13,36.81,14.92,16.39,30.45
2011-01-14,36.18,14.3,15.46,29.75
2011-01-18,37.77,16.34,15.87,34.26
2011-01-19,38.83,17.74,17.31,29.27
2011-01-20,39.44,16.98,17.99,28.79
2011-01-21,41.23,17.32,18.47,31.03
2011-01-24,42.98,17.38,17.65,28.84
2011-01-25,43.67,17.75,17.59,27.96
2011-01-26,43.41,16.27,16.64,26.77
2011-01-27,42.47,15.07,16.15,26.53
2011-01-28,34.2,21.25,20.04,28.73
2011-01-31,34.06,20.5,19.53,27.43
2011-02-01,31.66,17.21,17.63,25.17
2011-02-02,30.6,16.83,17.3,25.15
2011-02-03,30.97,15.38,16.69,25.11
2011-02-04,30.39,14.19,15.93,24.2
2011-02-07,30.37,15.33,16.28,24.45
2011-02-08,30.14,14.56,15.81,23.88
2011-02-09,29.97,14.3,15.87,24.51
2011-02-10,30.74,14.53,16.09,26.02
2011-02-11,31.5,14.79,15.69,24.64
2011-02-14,32.69,16.16,15.95,23.94
2011-02-15,32.38,16.58,16.37,23.58
2011-02-16,32.68,16.87,16.72,23.12
2011-02-17,32.94,15.81,16.59,27.23
2011-02-18,31.35,14.92,16.43,31.71
2011-02-22,34.98,22.09,20.8,36.82
2011-02-23,35.79,22.77,22.13,34.09
2011-02-24,35.51,21.51,21.32,33.31
2011-02-25,34.03,18.47,19.22,31.06
2011-02-28,35.13,18.3,18.35,30.76
2011-03-01,36.53,21.59,21.01,32.24
2011-03-02,35.82,20.78,20.7,29.75
2011-03-03,33.91,16.85,18.6,26.89
2011-03-04,34.28,17.69,19.06,28.12
2011-03-07,36.38,20.97,20.66,30.45
2011-03-08,36.16,19.34,19.82,28.97
2011-03-09,36.93,19.93,20.22,29.09
2011-03-10,37.67,22.89,21.88,31.39
2011-03-11,36.67,19.4,20.08,29.81
2011-03-14,36.59,21.93,21.13,30.13
2011-03-15,37.1,25.9,24.32,32.78
2011-03-16,41.28,31.04,29.4,42.62
2011-03-17,39.16,28.62,26.37,39.72
2011-03-18,36.1,25.31,24.44,38.32
2011-03-21,34.07,21.02,20.61,33.65
2011-03-22,33.47,20.17,20.21,32.09
2011-03-23,32.78,19.06,19.17,31.74
2011-03-24,33.15,17.42,18.0,29.63
2011-03-25,32.51,17.49,17.91,29.41
2011-03-28,34.24,19.84,19.44,31.02
2011-03-29,34.42,17.46,18.16,30.56
2011-03-30,35.02,16.98,17.71,30.14
2011-03-31,35.5,16.31,17.74,30.24
2011-04-01,35.2,15.15,17.4,30.54
2011-04-04,35.88,16.72,17.5,31.55
2011-04-05,35.68,15.81,17.25,31.07
2011-04-06,36.43,15.21,16.9,31.5
2011-04-07,35.53,15.93,17.11,31.35
2011-04-08,35.17,17.21,17.87,30.87
2011-04-11,37.55,18.39,16.59,32.14
2011-04-12,38.13,18.93,17.09,32.99
2011-04-13,38.13,17.97,16.92,32.27
2011-04-14,36.67,15.99,16.27,32.36
2011-04-15,35.65,14.28,15.32,32.67
2011-04-18,36.93,17.63,16.96,33.61
2011-04-19,36.63,15.91,15.83,29.94
2011-04-20,36.38,15.04,15.07,29.32
2011-04-21,35.92,13.03,14.69,23.45
2011-04-25,38.23,15.05,15.77,23.37
2011-04-26,37.71,15.16,15.62,23.02
2011-04-27,32.06,14.61,15.35,23.13
2011-04-28,31.12,12.81,14.62,23.61
2011-04-29,30.05,13.09,14.75,24.55
2011-05-02,32.01,15.16,15.99,24.8
2011-05-03,31.68,15.71,16.7,24.91
2011-05-04,32.28,16.37,17.08,24.83
2011-05-05,32.15,18.87,18.2,25.36
2011-05-06,31.28,18.89,18.4,24.67
2011-05-09,32.14,16.56,17.16,24.27
2011-05-10,30.26,14.58,15.91,22.83
2011-05-11,30.35,16.8,16.95,23.79
2011-05-12,31.24,15.1,16.03,23.27
2011-05-13,30.64,17.13,17.07,25.13
2011-05-16,34.31,19.71,18.24,27.15
2011-05-17,33.29,18.33,17.55,26.36
